"Nom";"Pays";"Date_debut";"Date_fin";"Ville";"Nombre"
"In Flames";"Suède";"1990";"false";"Gothenburg";4
"In Solitude";"Suède";"2002";"true";NA;2
"Incantation";"Etats-Unis";NA;"false";NA;1
"Infectious Grooves";"Etats-Unis";"1990";"false";"United States";1
"Infestus";"Allemagne";"2003";"false";NA;1
"Inglorious";"Angleterre";"2014";"false";NA;1
"Inquisition";"Colombie
";NA;NA;NA;2
"Insanity Alert";"Autriche";NA;NA;NA;1
"Insomnium";"Finlande";"1997";"false";"Joensuu";2
"Integrity";"Etats-Unis";NA;NA;NA;2
"Interlock";"Angleterre";NA;"false";NA;1
"Iron Bastards";"France";NA;NA;NA;1
"Iron Maiden";"Angleterre";"1966";"false";NA;1
"Iron Reagan";"Etats-Unis";"40928";"false";NA;1
"Jambinai";"Corée du Sud";NA;NA;NA;1
"Jane's Addiction";"Etats-Unis";"1986";"false";"Los Angeles";1
"Jarboe";"Etats-Unis";NA;"false";NA;1
"Jared James Nichols";"Etats-Unis";NA;"false";NA;1
"Jello Biafra and the Guantanamo School of Medicine";"Etats-Unis";"2008";"false";NA;1
"Jesus Cröst";"Pays-Bas";"1996";"true";"Rotterdam";1
"Job for a Cowboy";"Etats-Unis";"2003-12";"false";"Glendale";1
"Joe Satriani";"Etats-Unis";"20651";"false";"Westbury";1
"John Garcia";"Etats-Unis";NA;"false";NA;1
"Judas Priest";"Angleterre";"1969";"false";"Birmingham";2
"Justin(e)";"France";"2002-06";"false";NA;1
"Kadavar";"Allemagne";NA;NA;NA;2
"Kaisen";"France";NA;NA;NA;1
"Kakothanasy";"Suisse";NA;NA;NA;1
"Kalisia";"France";NA;"false";NA;1
"Kampfar";"Norvège";"1994";"false";NA;3
"Karma to Burn";"Etats-Unis";"1994";"false";"Morgantown";3
"Karma Zero";"France";NA;"false";NA;1
"Kataklysm";"Canada";"1991";"false";"Montreal";2
"Katatonia";"Suède";"1991";"false";"Stockholm";3
"Kause for Konflikt";"France";NA;"false";NA;1
"Keep of Kalessin";"Norvège";"1994";"false";"Trondheim";1
"KEN mode";"Canada";"36413";"false";"Winnipeg";1
"Khold";"Norvège";"2000";"false";NA;1
"Kickback";"France";NA;"false";NA;2
"Killers";"France";"1984";"false";NA;1
"Killing Joke";"Angleterre";"1979";"false";"London";2
"Killswitch Engage";"Etats-Unis";"1999";"false";"Westfield";1
"King Diamond";"Danemark";"20620";"false";NA;2
"King Dude";"Etats-Unis";NA;"false";NA;1
"Kiss";"Etats-Unis";NA;NA;NA;2
"Kissin' Dynamite";"Allemagne";"2006";"false";NA;1
"Klone";"France";NA;NA;NA;2
"KMFDM";"Allemagne";"30741";"false";"Paris";1
"Knuckledust";"Angleterre";"1996";"false";"London";1
"Knut";"Suisse";NA;NA;NA;1
"Ko?n";"Etats-Unis";NA;NA;NA;3
"Kobra and the Lotus";"Canada";"2009";"false";"Calgary";1
"Koldbrann";"Norvège";"2001";"false";NA;1
"Komintern Sect";"France";NA;NA;NA;1
"Koritni";"Australie";"2006";"false";NA;2
"Korpiklaani";"Finlande";"2003";"false";NA;4
"Kreator";"Allemagne";"1982";"false";NA;4
"Krisiun";"Brésil";"1990";"false";"Ijuí";4
"Krokus";"Suisse";"1975";"false";"Solothurn";1
"Kronos";"France";"1994";"false";NA;1
"Kruger";"Suisse";NA;"false";NA;2
"Kvelertak";"Norvège";"2007";"false";"Stavanger";2
"Kylesa";"Etats-Unis";"2001";"false";"Savannah";3
"Kyuss";"Etats-Unis";"1987";"true";"Palm Desert";1
"L7";"Etats-Unis";"1985";"true";"Los Angeles";1
"Lacertilia";NA;NA;NA;NA;1
"Lamb of God";"Etats-Unis";NA;"false";NA;2
"Landmvrks";"France";NA;NA;NA;1
"Last Days of Humanity";"Pays-Bas";"1989";"false";"Noord-Brabant";1
"Last Resort";"Angleterre";NA;"false";NA;1
"Lasting Values";"France";NA;NA;NA;1
"Lasting Values";"France";NA;"false";NA;1
"Le Bal des Enragés";"France";"40018";"false";"Ille-et-Vilaine";2
"Leather Priest";"France";NA;"false";NA;1
"Lecherous Gaze";"Etats-Unis";NA;"false";NA;1
"Leeway";"Etats-Unis";"1984";"true";NA;1
"Leftöver Crack";"Etats-Unis";NA;NA;NA;1
"Legion of the Damned";"Pays-Bas";"2005";"false";"Venlo";1
"Leng Tch'e";"Belgique";"2001";"false";"Ghent";1
"Leprous";"Norvège";"2001";"false";NA;1
"Les Ramoneurs de Menhirs";"France";"2006-07";"false";NA;2
"Les Sales Majestés";"France";"1990";"false";NA;1
"L'Esprit du Clan";"France";"1995";"false";NA;1
"Lez Zeppelin";"Etats-Unis";"2004";"false";"New York";1
"Life of Agony";"Etats-Unis";"1989";"true";"Brooklyn";1
"Limp Bizkit";"Etats-Unis";"1994";"false";"Jacksonville";1
"Linkin Park";"Etats-Unis";"1996";"false";"Agoura Hills";1
"Lion's Law";"France";"2012";"false";"Paris";1
"Liturgy";"Etats-Unis";"2003";"false";NA;1
"Lizzy Borden";"Etats-Unis";"23185";"false";NA;1
"Lock Up";"Angleterre";NA;NA;NA;1
"Locus";"Angleterre";NA;"false";NA;1
"Lofofora";"France";"1989";"false";NA;1
"Lordi";"Finlande";"1996";"false";NA;1
"Los Disitentes del Sucio Motel";"France";"2005";"false";"Strasbourg";1
"Lost Society";"Finlande";NA;NA;NA;1
"Loudblast";"France";"1986";"false";NA;2
"Loudness";"Japon";NA;NA;NA;1
"Lowrider";"Suède";NA;NA;NA;1
"Ludwig von 88";"France";"1983";"false";NA;1
"Lynyrd Skynyrd";"Etats-Unis";"1964";"false";"Jacksonville";1
"Lyzanxia";"France";"1996";"false";NA;2
"M.O.D.";"Etats-Unis";NA;NA;NA;1
"Machete";"France";NA;"false";NA;1
"Machine Head";"Etats-Unis";NA;NA;NA;3
"Mad Sin";"Allemagne";"1987";"false";"Berlin";2
"Madball";"Etats-Unis";"1988";"false";"New York";3
"Magma";"France";NA;NA;NA;1
"Magrudergrind";"Etats-Unis";"2002";"false";NA;1
"Malevolent Creation";"Etats-Unis";"1987";"false";NA;1
"Malkavian";"France";NA;NA;NA;1
"Manigance";"France";"1995";"false";NA;1
"Manilla Road";"Etats-Unis";"1977";"false";"Wichita";1
"Manowar";"Etats-Unis";"1980";"false";"Auburn";1
"Mantar";"Allemagne";NA;"false";NA;1
"Mantra";"France";NA;NA;NA;1
"Marduk";"Suède";NA;NA;NA;4
"Marilyn Manson";"Etats-Unis";"25208";"false";"Canton";2
"Mars Red Sky";"France";"2007";"false";"Bordeaux";2
"Mass Hysteria";"France";NA;"false";NA;3
"Mastodon";"Etats-Unis";"1999";"false";"Atlanta";3
"Matt Socks";NA;NA;"false";NA;1
"Maximum the Hormone";"Japon";"1998";"false";NA;1
"Mayhem";"Norvège";NA;NA;NA;3
"Megadeth";"Etats-Unis";"1983-06";"false";"Los Angeles";3
"Mekong Delta";"Allemagne";"1985";"false";NA;1
"Melechesh";"Pays-Bas";"1993";"false";"Israel";2
"Melvins";"Etats-Unis";"1983";"false";"Montesano";2
"Merauder";"Etats-Unis";"1990";"false";"Brooklyn";1
"Mercyless";"France";NA;NA;NA;1
"Merrimack";"France";"1994";"false";NA;1
"Meshuggah";"Suède";"1987";"false";"Umeå";3
"Metal Church";"Etats-Unis";"1984";"false";"San Francisco";1
"Mgla";"Pologne";"2000";"false";"Kraków";1
"Midnight Ghost Train";"Etats-Unis";"2008";"false";"Buffalo";1
"Millencolin";"Suède";"33889";"false";"Örebro";1
"Ministry";"Etats-Unis";"1981";"false";"Chicago";2
"Misanthrope";"France";NA;NA;NA;2
"Misconduct";"Suède";NA;"false";NA;1
"Misery Index";"Etats-Unis";"2001";"false";"Baltimore";3
"Misfits";"Etats-Unis";"1977-02";"false";"Lodi";2
"Miss May I";"Etats-Unis";"2007";"false";"Troy";1
"Mistaken Element";"France";"1998";"false";NA;1
"Mobutu";"France";NA;"false";NA;1
"Moho";"Espagne";"2003";"false";"Madrid";1
"Molly Hatchet";"Etats-Unis";"1975";"false";"Jacksonville";1
"Monarch!";"France";NA;NA;NA;1
"Monarque";"Canada";"2003";"false";NA;2
"Mondo Generator";"Etats-Unis";"1997";"false";"Van Nuys";1
"Monkey 3";"Suisse";"2001";"false";"Lausanne";3
"Monolithe";"France";"2001";"false";NA;1
"Monolord";"Suède";"2013";"false";"Gothenburg";1
"Monster Magnet";"Etats-Unis";"1989";"false";"Red Bank";3
"Monstrosity";"Etats-Unis";"1990";"false";NA;1
"Moonreich";"France";"2008";"false";"Paris";1
"Moonsorrow";"Finlande";"1995";"false";"Helsinki";3
"Moonspell";"Portugal";"1992";"false";"Amadora";3
"Morbid Angel";"Etats-Unis";"1983";"false";"Tampa";3
"Morgoth";"Allemagne";NA;"false";NA;2
"Morne";"Etats-Unis";"2005";"false";NA;1
"Mortuary";"France";"2010";"false";NA;1
"Mos Generator";"Etats-Unis";"2000";"false";"Port Orchard";1
"Most Precious Blood";"Etats-Unis";"2000";"false";NA;1
"Motionless in White";"Etats-Unis";"2005";"false";"Scranton";2
"Mötley Crüe";"Etats-Unis";"29603";"true";"Los Angeles";2
"Motor Mammoth";"Allemagne";NA;NA;NA;1
"Motörhead";"Angleterre";"1975-06";"true";"London";3
"Mr. Big";"Etats-Unis";"1988";"false";"Los Angeles";1
"Mumakil";"Suisse";"2004";"false";NA;1
"Municipal Waste";"Etats-Unis";"2000";"false";"Richmond";3
"MurDuM";"France";NA;"false";NA;1
"Mustasch";"Suède";"1998";"false";"Gothenburg";1
"Mütiilation";"France";"1991";"false";NA;1
"My Dying Bride";"Angleterre";"1990-06";"false";NA;3
"My Sleeping Karma";"Allemagne";"2006";"false";"Aschaffenburg";2
"Myrath";"Tunisie";"2006";"false";NA;1
"Myrkur";"Danemark";"31053";"false";"Copenhagen";1
"Nails";"Etats-Unis";NA;"false";NA;1
"Napalm Death";"Angleterre";"1982";"false";"Meriden";5
"Nashville Pussy";"Etats-Unis";"1996";"false";"Atlanta";2
"Nasty";"Belgique";NA;NA;NA;2
"Nasum";"Suède";"1992";"true";"Örebro";1
"Ne Obliviscaris";"Australie";"2003";"false";NA;1
"Necroblood";"France";"2010";"false";NA;1
"Necrophagia";"Etats-Unis";"1986";"false";NA;1
"Necrophagist";"Allemagne";"1992";"false";NA;2
"Necros Christos";"Allemagne";"2001";"false";NA;1
"Necrowretch";"France";"2008";"false";NA;1
"Nefarium";"Italie";NA;"false";NA;1
"Negative Approach";"Etats-Unis";"1981";"true";"Detroit";1
"Negur? Bunget";"Roumanie";"1995";"false";"Timi?oara";1
"Neurosis";"Etats-Unis";NA;NA;NA;1
"Neurosis";"Etats-Unis";"1987";"false";NA;2
"Nevermore";"Etats-Unis";"1991";"true";"Seattle";1
"Newsted";"Etats-Unis";"2012";"false";NA;1
"Nidingr";"Norvège";"1992";"false";"Horten";1
"Nightmare";"France";"1999";"false";"Medellín";3
"Nightwish";"Finlande";"1996-07";"false";"Kitee";1
"Nile";"Etats-Unis";"25610";"false";NA;2
"No Jogging for Today";"France";NA;"false";NA;1
"No One Is Innocent";"France";NA;"false";NA;1
"No Return";"France";"1989";"false";NA;1
"No Turning Back";"Pays-Bas";NA;NA;NA;1
"Nocturnus A.D.";"Etats-Unis";NA;"false";NA;1
"NOFX";"Etats-Unis";"1983";"false";"Los Angeles";3
"Noothgrush";"Etats-Unis";"1994";"false";NA;1
"Northlane";"Australie";"2009";"false";NA;1
"Nostromo";"Suisse";NA;NA;NA;1
"Nuclear Assault";"Etats-Unis";"1985";"false";NA;1
"Nympherno";NA;NA;NA;NA;1
"Obituary";"Etats-Unis";NA;"false";NA;4
"Obliteration";"Norvège";"2001";"false";"Kolbotn";1
"Obscura";"Allemagne";"2002";"false";NA;1
"October File";"Angleterre";"2004";"false";NA;1
"Of Mice and Men";"Etats-Unis";"2009";"false";"Columbus";2
"Off!";"Etats-Unis";NA;NA;NA;1
"Offending";"France";"2002";"false";NA;1
"Okkultokrati";"Norvège";"2008";"false";NA;1
"Old Dead Tree";"France";"35479";"true";NA;2
"Omega Massif";"Allemagne";"2005-09";"true";"Würzburg";1
"Onslaught";"Angleterre";NA;NA;NA;1
"Opeth";"Suède";"1990";"false";"Stockholm";4
"Opium du Peuple";"France";NA;"false";NA;1
"Orakle";"France";NA;"false";NA;1
"Orange Goblin";"Angleterre";"1995";"false";"London";3
"Oranssi Pazuzu";"Finlande";"2007";"false";NA;1
"Orchid";"Etats-Unis";NA;"false";NA;1
"Origin";"Etats-Unis";NA;NA;NA;1
"Orphaned Land";"Israël";"1991";"false";"Petah Tikva";2
"Orthodox";"Etats-Unis";NA;NA;NA;1
"Otargos";"France";"2001";"false";NA;2
"Outlaw Order";"Etats-Unis";"2003";"true";"New Orleans";1
"Overkill";"Etats-Unis";NA;"false";NA;1
"Ozzy & Friends";"Angleterre";NA;NA;NA;2
"P.O.D.";"Etats-Unis";NA;"false";NA;1
"Pain";"Suède";"1996";"false";NA;1
"Pain of Salvation";"Suède";"1991";"false";"Eskilstuna";4
"Pallbearer";"Etats-Unis";"2008";"false";NA;1
"Panik";"Allemagne";NA;NA;NA;1
"Papa Roach";"Etats-Unis";"1993";"false";"Vacaville";2
"Paradise Lost";"Angleterre";NA;NA;NA;3
"Parkway Drive";"Australie";"2003";"false";"Byron Bay";2
"Pentagram";"Etats-Unis";NA;NA;NA;2
"Perturbator";"France";NA;"false";NA;1
"Pestilence";"Pays-Bas";NA;NA;NA;1
"Peter and the Test Tube Babies";"Angleterre";"1978";"false";NA;1
"Phil Anselmo and the Illegals";"Etats-Unis";"2011";"false";NA;1
"Phil Campbell and the Bastards Sons";"Pays de Galles";NA;"false";NA;1
"Pictured";"France";NA;NA;NA;1
"Pig Destroyer";"Etats-Unis";"1997";"false";"Alexandria";2
"Porcupine Tree";"Angleterre";"1987";"true";"Hemel Hempstead";1
"Possessed";"Etats-Unis";NA;NA;NA;1
"Power Trip";"Etats-Unis";NA;"false";NA;1
"Powerman 5000";"Etats-Unis";"1989";"false";"Boston";1
"Powerwolf";"Allemagne";"2003";"false";NA;2
"Pretty Maids";"Danemark";"1981";"false";"Horsens";2
"Primal Age";"France";NA;"false";NA;1
"Primal Fear";"Allemagne";"1997";"false";"Esslingen am Neckar";1
"Primitive Man";"Etats-Unis";"2012-02";"false";"Denver";1
"Primordial";"Irlande";"1987";"false";"Skerries";4
"Primus";"Etats-Unis";NA;NA;NA;1
"Procession";"Chili";NA;NA;NA;1
"Prong";"Etats-Unis";"1986";"false";"New York";2
"Pro-Pain";"Etats-Unis";"1992";"false";NA;1
"Prophets of Rage";"Etats-Unis";NA;"false";NA;1
"Prostitute Disfigurement";"Pays-Bas";"2001";"false";NA;1
"Protest the Hero";"Canada";"1999";"false";"Whitby";1
"Providence";"France";NA;"false";NA;2
"Punish Yourself";"France";"1993-09";"false";NA;2
"Puscifer";"Etats-Unis";"1995";"false";NA;1
"Putrid Offal";"France";"1991";"false";"Douchy-les-Mines";1
"Queensrÿche";"Etats-Unis";"1981";"false";"Bellevue";2
"Radical Failure";"France";NA;NA;NA;1
"Raintime";"Italie";"1999";"false";NA;1
"Raised Fist";"Suède";"1993";"false";"Luleå";1
"Ramesses";"Angleterre";"2003";"true";NA;1
"Rammstein";"Allemagne";"1994-01";"false";"Berlin";1
"Rancid";"Etats-Unis";NA;NA;NA;1
"Ratos de Porão";"Brésil";"1980";"false";"São Paulo";1
"Raven";"Angleterre";"1968";"true";"Buffalo";1
"RavenEye";"Angleterre";"2014-05";"false";"Milton Keynes";1
"Raw Power";"Italie";NA;"false";NA;1
"Ray Brower";"Ecosse";"40617";"false";"Aberdeen";2
"Red Fang";"Etats-Unis";"2005";"false";"Portland";4
"Red Mourning";"France";NA;"false";NA;1
"Refused";"Suède";"1992";"false";"Umeå";2
"Regarde les hommes tomber";"France";"2011";"false";NA;2
"Repulsion";"Etats-Unis";"1989";"true";NA;2
"Retox";"Etats-Unis";"2010";"false";"California";1
"Ringworm";"Etats-Unis";NA;"false";NA;1
"Rise And Fall";"Belgique";"2002";"false";"Ghent";1
"Rise of the Northstar";"France";"2008";"false";"Paris";1
"Rival Sons";"Etats-Unis";"2008";"false";"Long Beach";1
"Riverside";"Pologne";NA;"false";NA;1
"Rob Zombie";"Etats-Unis";"23754";"false";"Haverhill";3
"Rompeprop";"Pays-Bas";NA;"false";NA;1
"Rose Tattoo";"Australie";"1976";"false";"Sydney";1
"Rotten Sound";"Finlande";"1993";"false";NA;1
"Rotting Christ";"Grèce";"1987";"false";"Athens";2
"Royal Thunder";"Etats-Unis";"2004";"false";"Atlanta";1
"Ruins of Beverast";"Allemagne";"2003";"false";NA;1
"Russian Circles";"Etats-Unis";"2004";"false";"Chicago";1
"Rwake";"Etats-Unis";"1996";"false";"Little Rock";1
"Sabaton";"Suède";"1999";"false";"Falun";3
"Sacred Reich";"Etats-Unis";"1985";"false";NA;3
"Sadist";"Italie";NA;NA;NA;2
"Saint Vitus";"Etats-Unis";"1980";"false";"Los Angeles";3
"Salem";"Etats-Unis";NA;NA;NA;1
"Samael";"Suisse";NA;NA;NA;2
"Samsara Blues Experiment";"Allemagne";"2007";"false";"Berlin";1
"Sanctuary";"Etats-Unis";NA;"false";NA;1
"Satan";"Angleterre";NA;NA;NA;1
"Satan Jokers";"France";"1981-12";"false";NA;1
"Satan's Satyrs";"Etats-Unis";"2009";"false";NA;1
"Satyricon";"Norvège";NA;"false";NA;3
"Saviours";"Etats-Unis";"2004";"false";"Oakland";1
"Saxon";"Angleterre";"1976";"false";"Barnsley";3
"Scarve";"France";"1994";"false";NA;1
"Schirenc";"Autriche";NA;"false";NA;1
"Scorpion Child";"Etats-Unis";"2006";"false";"Austin";1
"Scorpions";"Allemagne";NA;NA;NA;2
"Scour";"Etats-Unis";NA;"false";NA;1
"Sebastian Bach";"Canada";NA;NA;NA;1
"Secrets of the Moon";"Allemagne";"1995";"false";NA;1
"Seether";"Afrique du Sud";"2002";"false";NA;1
"Senser";"Angleterre";"1989";"false";"London";1
"Septic Flesh";"Grèce";"2013";"false";NA;3
"Sepultura";"Brésil";"1984";"false";"Belo Horizonte";2
"Seth";"France";NA;NA;NA;1
"Severe Torture";"Pays-Bas";"1997";"false";NA;1
"Shai Hulud";"Etats-Unis";"1995";"false";"Pompano Beach";2
"Shape of Despair";"Finlande";"1998";"false";"Helsinki";1
"Shark Tank";"Allemagne";NA;NA;NA;1
"Shinedown";"Etats-Unis";"2001";"false";"Jacksonville";1
"Shining";"Norvège";"1999";"false";"Oslo";1
"Shining";"Norvège";"1999";"false";"Oslo";3
"Showtime";"France";NA;"false";NA;1
"SHVPES";"Angleterre";"39814";"false";NA;1
"Sick of It All";"Etats-Unis";"1986";"false";"New York";4
"Sick of Stupidity";"Pays-Bas";"2015-03";"false";NA;1
"Sidilarsen";"France";"1997";"false";"Toulouse";1
"Sigh";"Japon";NA;"false";NA;1
"Sinister";"Pays-Bas";NA;NA;NA;1
"Six Feet Under";"Etats-Unis";"1993";"false";"Tampa";1
"Sixx:A.M.";"Etats-Unis";NA;NA;NA;1
"Skálmöld";"Islande";"2009-08";"false";"Reykjavík";1
"Skeletal Remains";"Etats-Unis";"2011";"false";NA;1
"Skepticism";"Finlande";"1991";"false";"Riihimäki";1
"Skid Row";"Etats-Unis";NA;NA;NA;1
"Skindred";"Pays de Galles";"1998";"false";"Newport";2
"Skinless";"Etats-Unis";"1992";"false";NA;2
"Skyclad";"Angleterre";"1990";"false";"Newcastle upon Tyne";1
"Skyforger";"Lettonie";"1995";"false";NA;2
"Slapshot";"Etats-Unis";"1985";"false";"Boston";1
"Slash";"Angleterre";NA;"false";NA;3
"Slayer";"Etats-Unis";NA;NA;NA;6
"Sleep";"Etats-Unis";NA;NA;NA;1
"Slipknot";"Etats-Unis";NA;"false";NA;1
"Slit";"Malte";NA;"false";NA;1
"Slo Burn";"Etats-Unis";"1996";"true";"Palm Desert";1
"Slydigs";"Angleterre";NA;"false";NA;1
"Sna-fu *aka* Grand Désordre Orchestre";"France";NA;NA;NA;1
"Snot";"Etats-Unis";NA;"false";NA;1
"So What!";"France";NA;NA;NA;1
"Sodom";"Allemagne";NA;NA;NA;3
"Soilent Green";"Etats-Unis";"1988";"false";"New Orleans";1
"Soilwork";"Suède";"1995";"false";"Helsingborg";2
"Solace";"Etats-Unis";NA;"false";"Regina";1
"Solefald";"Norvège";"1995";"false";"Kristiansand";1
"Sólstafir";"Islande";"1995-01";"false";"Reykjavík";2
"Sonata Arctica";"Finlande";"1999";"false";NA;1
"Sonny Red";"France";"12040";"true";NA;1
"Soulfly";"Brésil";NA;"false";NA;2
"Soundgarden";"Etats-Unis";"1984";"false";"Seattle";1
"Spirit Caravan";"Etats-Unis";NA;"true";NA;1
"Spiritual Beggars";"Suède";"1993";"false";"Halmstad";1
"Squealer";"Allemagne";NA;NA;NA;1
"Srutr";"France";NA;NA;NA;1
"SSS";"Angleterre";NA;"false";NA;1
"Status Quo";"Angleterre";"1967";"false";"London";1
"Steak Number Eight";"Belgique";"2007";"false";"Wevelgem";1
"Steel Panther";"Etats-Unis";"2008-04";"false";"Los Angeles";2
"Stick to Your Guns";"Etats-Unis";"2003";"false";NA;1
"Sticky Boys";"France";NA;"false";NA;1
"Stille Volk";"France";"1994";"false";NA;2
"Stinky Bollocks";"France";NA;"false";NA;1
"Stone Sour";"Etats-Unis";"1992";"false";"Des Moines";2
"Stonebirds";"France";"2008";"false";"Bretagne";1
"Stoned Jesus";"Ukraine";"2009";"false";"Kyïv";1
"Stratovarius";"Finlande";"1984";"false";"Helsinki";1
"Street Dogs";"Etats-Unis";"2002";"false";"Boston";1
"Strife";"Etats-Unis";NA;NA;NA;1
"Strong As Ten";"France";NA;"false";NA;1
"Sublime Cadaveric Decomposition";"France";"1996";"false";NA;1
"Subrosa";"Etats-Unis";"2005-07";"false";"Salt Lake City";2
"Suffocation";"Etats-Unis";"1988";"false";NA;2
"Suicidal Angels";"Grèce";"2001";"false";NA;1
"Suicidal Tendencies";"Etats-Unis";"1982";"false";"Los Angeles";2
"Suicide Silence";"Etats-Unis";"2002";"false";NA;1
"Sunn O)))";"Etats-Unis";NA;NA;NA;2
"SUP";"France";NA;"false";NA;3
"Superjoint Ritual";"Etats-Unis";"1993";"true";NA;1
"Supertanker";"France";NA;NA;NA;1
"Svart Crown";"France";"2004";"false";NA;2
"Swallow the Sun";"Finlande";"2001";"false";NA;1
"Swans";"Etats-Unis";"1982";"false";"New York";1
"Sworn Enemy";"Etats-Unis";"1997";"false";"Queens";2
"Sybreed";"Suisse";"2003";"false";NA;1
"Sylosis";"Angleterre";"2000";"false";NA;1
"Symphony X";"Etats-Unis";"1994";"false";NA;1
"T.A.N.K. (Think of A New Kind)";"France";NA;"false";NA;1
"Taake";"Norvège";"1993";"false";NA;3
"Tagada Jones";"France";"1993";"false";NA;2
"Taint";"Pays de Galles";NA;NA;NA;1
"Tamtrum";"France";"37622";"true";"Aix-en-Provence";1
"Tankard";"Allemagne";"1982";"false";NA;1
"Tarja";"Finlande";"28354";"false";NA;1
"Temple of Baal";"France";"1998";"false";NA;1
"Terra Tenebrosa";"Suède";"2009";"false";NA;1
"Terror";"Etats-Unis";"1996";"true";NA;4
"Terrorizer";"Etats-Unis";"1986";"false";NA;1
"Testament";"Etats-Unis";NA;"false";NA;3
"Textures";"Pays-bas";"2001";"false";NA;1
"The Amity Affliction";"Australie";"2004";"false";"Gympie";1
"The Answer";"Irlande du Nord";"2000";"false";"Downpatrick";2
"The ARRS";"France";"1998";"false";"France";3
"The Atomic Bitchwax";"Etats-Unis";"1993";"false";"Long Branch";1
"The Black Dahlia Murder";"Etats-Unis";"2001-01";"false";"Waterford Township";3
"The Bones";"Suède";NA;NA;NA;1
"The Bronx";"Etats-Unis";NA;"false";NA;1
"The Business";"Angleterre";"1979";"false";"Lewisham";1
"The Casualties";"Etats-Unis";"1990";"false";"New York";1
"The Crown";"Suède";"1990";"false";"Trollhättan Municipality";1
"The Cult";"Angleterre";"1983";"false";"London";1
"The Damned";"Angleterre";NA;NA;NA;1
"The Damned Things";"Etats-Unis";"2009";"false";NA;1
"The Dead Daisies";"Australie";"2012";"false";"Sydney";1
"The Decline!";"France";NA;NA;NA;2
"The Devil Wears Prada";"Etats-Unis";"2005";"false";"Dayton";1
"The Dillinger Escape Plan";"Etats-Unis";NA;NA;NA;1
"The Exploited";"Ecosse";"1978";"false";"Edinburgh";2
"The Faceless";"Etats-Unis";NA;"false";NA;1
"The Ghost Inside";"Etats-Unis";"2006";"false";NA;1
"The Goodamn Gallows";"Etats-Unis";NA;NA;NA;1
"The Great Old Ones";"France";"2009";"false";"Bordeaux";2
"The Haunted";"Suède";"1996";"false";"Gothenburg";1
"The Lumberjack Feedback";"France";NA;"false";NA;1
"The New Roses";"Allemagne";NA;"false";NA;1
"The Nuklear Rokin Krew";"France";NA;"false";NA;1
"The Obsessed";"Etats-Unis";"1977";"false";"Potomac";1
"The Ocean";"Allemagne";"2000";"false";NA;2
"The Offspring";"Etats-Unis";"1984";"false";"Huntington Beach";1
"The Order of Apollyon";"Angleterre";"2008";"false";NA;1
"The Outburst";"France";"2002-09";"false";NA;1
"The Quireboys";"Angleterre";"1984";"false";"London";1
"The Rodeo Idiot Engine";"France";NA;"false";NA;1
"The Secret";"Italie";NA;NA;NA;1
"The Set-Up";"Belgique";NA;"false";NA;1
"The Shrine";"Etats-Unis";NA;"false";NA;1
"The Skull";"Etats-Unis";NA;NA;NA;1
"The Spudmonsters";"Etats-Unis";"1987";"true";"Cleveland";1
"The Sword";"Etats-Unis";"2003";"false";"Austin";1
"The Toy Dolls";"Angleterre";"1979-10";"false";"Sunderland";2
"The Treatment";"Angleterre";NA;"false";NA;1
"The Vintage Caravan";"Islande";"2006";"false";NA;1
"The Vision Bleak";"Allemagne";"2000";"false";NA;1
"The Wounded Kings";"Angleterre";"2004";"false";NA;1
"Therapy?";"Irlande";NA;"false";NA;1
"Therion";"Suède";"1988";"false";"Upplands Väsby";2
"Thin Lizzy";"Irlande";"1969";"false";"Dublin";1
"Thou";"Etats-Unis";"2005";"false";"Baton Rouge";1
"Throwdown";"Etats-Unis";"1997";"false";NA;1
"Thy Art Is Murder";"Australie";"2005";"false";"Blacktown";1
"Times of Grace";"Etats-Unis";"2010";"false";NA;1
"Tina Turner Fraiseur";"France";NA;NA;NA;1
"Today Is the Day";"Etats-Unis";"1992";"false";"Nashville";1
"Torche";"Etats-Unis";"2004";"false";"Miami";2
"Total Fucking Destruction";"Etats-Unis";"1999";"false";NA;1
"Toxic Holocaust";"Etats-Unis";"1999";"false";NA;1
"Tragedy";"Etats-Unis";NA;"false";NA;1
"Trap Them";"Etats-Unis";"2001";"false";"Salem";1
"Trap Them";"Etats-Unis";"2001";"false";"Salem";1
"Trapped Under Ice";NA;NA;NA;NA;1
"Tremonti";"Etats-Unis";"2012";"false";"United States";1
"Tremplin My Rock";NA;NA;NA;NA;1
"Trepalium";"France";"2001";"false";NA;2
"Treponem Pal";"France";"1989";"false";NA;2
"Tribulation";"Suède";"1987";"true";NA;1
"Triggerfinger";"Belgique";"1998";"false";"Antwerp";1
"Triptykon";"Suisse";"2008";"false";NA;2
"Trivium";"Etats-Unis";"2000";"false";"Orlando";2
"Trollfest";"Norvège";"2003";"false";NA;1
"Tromatized Youth";"France";NA;"false";NA;1
"Truckfighters";"Suède";"2001";"false";"Örebro";2
"True Black Dawn";"Finlande";"1993";"false";NA;1
"Trust";"France";NA;NA;NA;1
"Tsjuder";"Norvège";"1993";"false";NA;2
"Turbonegro";"Norvège";NA;NA;NA;3
"Turisas";"Finlande";"1997";"false";"Hämeenlinna";3
"Turnstile";"Etats-Unis";"2010";"false";NA;1
"Twisted Sister";"Etats-Unis";"1972";"true";"New Jersey";3
